block,plot,transect,subtransect,date,species,cover_start_m,cover_end_m,avg_height_cm,cover_length,species_name,condition,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,2.25,2.75,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,2.75,3.00,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,3.00,3.25,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CECO,3.25,3.50,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,3.50,4.00,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,GF,4.00,6.50,25,2.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,6.50,7.00,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,7.00,7.75,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,7.75,8.25,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,GF,8.25,8.50,25,0.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CEPR,8.50,9.00,0,0.50,Ceanothus prostratus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,9.00,9.50,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,9.50,11.25,0,1.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CECO,11.25,11.75,25,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,11.75,14.00,0,2.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CEPR,14.00,14.25,0,0.25,Ceanothus prostratus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CECO,14.25,14.75,25,0.50,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CEPR,14.75,15.00,0,0.25,Ceanothus prostratus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CECO,15.00,15.50,50,0.50,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,15.50,16.75,0,1.25,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,16.75,17.25,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,17.25,18.50,0,1.25,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,18.50,19.25,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,19.25,19.75,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,19.75,20.00,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,DWD,20.00,22.50,0,2.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,22.50,23.00,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,23.00,23.75,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,L,23.75,24.75,0,1.00,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,CECO,24.75,25.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,25.00,28.25,0,3.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,GF,28.25,29.50,0,1.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:1,2019-07-31,BG,29.50,30.00,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,0.00,1.25,0,1.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,1.25,1.50,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,1.50,4.00,0,2.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,4.00,4.25,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,GF,4.25,5.00,0,0.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,5.00,5.25,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,PRUNUS,5.25,5.50,25,0.25,Prunus spp,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,5.50,7.75,0,2.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,7.75,8.75,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,8.75,9.50,0,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,9.50,11.00,0,1.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,11.00,11.25,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,11.25,11.75,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,11.75,12.00,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,12.00,13.25,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,13.25,13.50,25,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,13.50,14.75,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,14.75,15.50,25,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,15.50,16.75,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,16.75,17.50,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,17.50,18.25,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CEPR,18.25,18.50,0,0.25,Ceanothus prostratus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,18.50,18.75,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,18.75,19.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,19.00,20.00,0,1.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,20.00,21.00,0,1.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,21.00,22.00,0,1.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,GF,22.00,23.00,0,1.00,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,RIBES,23.00,23.25,25,0.25,Ribes spp,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,23.25,24.25,0,1.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,GF,24.25,24.50,25,0.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,24.50,25.00,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,25.00,25.75,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,25.75,26.75,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,GF,26.75,28.75,0,2.00,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,BG,28.75,29.50,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,CECO,29.50,29.75,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:2,2019-07-31,DWD,29.75,30.00,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,DWD,0.00,0.75,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,0.75,1.25,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,1.25,1.75,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,DWD,1.75,3.00,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,L,3.00,3.75,0,0.75,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,3.75,4.50,0,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,4.50,5.75,0,1.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,L,5.75,6.25,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,DWD,6.25,6.50,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,L,6.50,7.00,0,0.50,Litter,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,7.00,10.00,0,3.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,10.00,13.00,0,3.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,13.00,14.75,0,1.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,DWD,14.75,18.00,0,3.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,18.00,23.25,0,5.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,DWD,23.25,24.00,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,24.00,25.50,0,1.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,25.50,27.00,0,1.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,27.00,27.50,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,27.50,27.75,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,BG,27.75,29.75,0,2.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:M,E2:CH:M:3,2019-07-31,CECO,29.75,30.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,0.00,0.25,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,0.25,0.50,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,0.50,1.25,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,1.25,1.50,0,0.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,1.50,2.50,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,2.50,3.00,0,0.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,3.00,3.25,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,3.25,3.75,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,3.75,5.25,0,1.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,5.25,6.00,0,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,6.00,6.50,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,6.50,7.50,25,1.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,7.50,7.75,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,7.75,10.50,25,2.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,10.50,10.75,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,10.75,14.25,0,3.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,14.25,15.50,0,1.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,15.50,16.25,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,16.25,17.50,0,1.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,17.50,18.00,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,18.00,18.25,0,0.25,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,18.25,18.75,0,0.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,18.75,19.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,19.00,19.50,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,19.50,20.25,50,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,20.25,21.00,0,0.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,21.00,22.00,25,1.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,22.00,23.25,0,1.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,23.25,24.25,50,1.00,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,DWD,24.25,25.25,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,GF,25.25,28.50,0,3.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,CECO,28.50,29.25,25,0.75,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:N,E2:CH:N:1,2019-07-31,BG,29.25,30.00,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,0.00,0.50,0,0.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,0.50,1.25,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,1.25,1.50,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,1.50,2.25,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,2.25,3.00,25,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,3.00,3.25,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,3.25,6.75,0,3.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,6.75,8.50,0,1.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,8.50,11.00,0,2.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,11.00,15.00,25,4.00,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,15.00,15.25,0,0.25,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,15.25,18.00,25,2.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,18.00,18.25,25,0.25,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,18.25,18.75,0,0.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,18.75,19.00,25,0.25,Ceanothus cordulatus,DEAD,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,19.00,20.00,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,20.00,20.75,0,0.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,20.75,21.25,50,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,21.25,24.50,0,3.25,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,DWD,24.50,24.75,75,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,24.75,25.25,0,0.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,25.25,26.00,0,0.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,26.00,26.25,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,BG,26.25,27.25,0,1.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,CECO,27.25,27.75,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,GF,27.75,29.50,0,1.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:2,2019-07-31,RIBES,29.50,30.00,50,0.50,Ribes spp,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,0.00,0.25,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,GF,0.25,2.00,0,1.75,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,BG,2.00,2.50,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,2.50,4.50,25,2.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,BG,4.50,5.00,0,0.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,5.00,5.50,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,5.50,6.50,25,1.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,6.50,7.25,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,7.25,12.00,25,4.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,GF,12.00,13.50,0,1.50,Grass/Forb,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,13.50,18.00,25,4.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,18.00,18.75,0,0.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,18.75,20.25,0,1.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,BG,20.25,21.75,0,1.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,21.75,23.75,0,2.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,23.75,27.00,25,3.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,27.00,28.50,0,1.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,28.50,29.00,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,CECO,29.00,29.50,50,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:N,E2:CH:N:3,2019-07-31,DWD,29.50,30.00,25,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,0.00,8.25,0,8.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,G,8.25,9.75,0,1.50,Grass,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,CECO,9.75,10.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,PRUNUS,10.00,10.50,0,0.50,Prunus spp,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,CECO,10.50,10.75,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,10.75,12.00,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,CECO,12.00,13.25,0,1.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,13.25,14.50,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,BG,14.50,18.50,0,4.00,Bare ground,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,18.50,18.75,0,0.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,BG,18.75,21.50,0,2.75,Bare ground,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,21.50,24.75,0,3.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,BG,24.75,26.25,0,1.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,CECO,26.25,26.50,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,DWD,26.50,28.50,0,2.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:1,2019-07-31,BG,28.50,30.00,0,1.50,Bare ground,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,0.00,1.50,0,1.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,1.50,3.00,25,1.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,3.00,4.25,0,1.25,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,4.25,4.75,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,F,4.75,6.50,0,1.75,Forb,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,6.50,7.25,0,0.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,7.25,7.75,0,0.50,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,7.75,8.75,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,8.75,9.75,0,1.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,9.75,10.25,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,10.25,12.25,0,2.00,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,12.25,13.25,0,1.00,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,13.25,15.00,0,1.75,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,15.00,16.50,0,1.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,F,16.50,16.75,0,0.25,Forb,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,16.75,18.50,0,1.75,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,G,18.50,19.25,0,0.75,Grass,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,19.25,21.75,0,2.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,CECO,21.75,22.00,0,0.25,Ceanothus cordulatus,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,F,22.00,22.50,0,0.50,Forb,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,22.50,23.00,0,0.50,Down woody debris,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,F,23.00,23.25,0,0.25,Forb,LIVE,
E2,E2:CH,E2:CH:S,E2:CH:S:2,2019-07-31,DWD,23.25,24.00,0,0.75,Down woody debris,LIVE,
