"block","plot","transect","subtransect","date","species","cover_start_m","cover_end_m","avg_height_m","cover_length","species_name"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",16.5,14.5,0.25,2,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","SYMO",14.5,13.75,0.25,0.75,"Symphoricarpos mollis"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",13.75,13.25,0.25,0.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","RINE",13.25,12.75,0.25,0.5,"Ribes nevadense"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",12.75,11,0.25,1.75,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","DWD",11,10.5,0,0.5,"Down woody debris"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",10.5,8,0.25,2.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","ARPA",8,7.75,0.25,0.25,"Arctostaphylos patula"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",7.75,2.25,0.25,5.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CEPR",2.25,1.5,0,0.75,"Ceanothus prostratus"
"E2","E2:CH","E2:CH:N","E2:CH:N:2","2017-07-05","CECO",1.5,0,0.25,1.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05","CECO",16,30,1.25,14,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05","DWD",15.25,16,0.25,0.75,"Down woody debris"
"E2","E2:CH","E2:CH:N","E2:CH:N:3","2017-07-05","CECO",0,15.25,1.25,15.25,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","CECO",30,26.5,0.5,3.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","ASTZ",26.5,26.25,0.5,0.25,"Asteraceae spp"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","BG",26.25,26,0,0.25,"Bare ground"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","ARPA",26,25.5,0.75,0.5,"Arctostaphylos patula"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","CECO",25.5,21,1,4.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","RINE",21,20.75,1,0.25,"Ribes nevadense"
"E2","E2:CH","E2:CH:S","E2:CH:S:1","2017-07-05","CECO",20.75,0,1,20.75,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05","CECO",20.75,30,0.75,9.25,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05","ARPA",20,20.75,0.5,0.75,"Arctostaphylos patula"
"E2","E2:CH","E2:CH:S","E2:CH:S:2","2017-07-05","CECO",0,20,1,20,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05","CECO",30,23.5,1.5,6.5,"Ceanothus cordulatus"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05","BG",23.5,21.75,0,1.75,"Bare ground"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05","POAZ",21.75,21.25,0,0.5,"Poaceae spp"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05","BG",21.25,20.25,0,1,"Bare ground"
"E2","E2:CH","E2:CH:S","E2:CH:S:3","2017-07-05","CECO",20.25,0,1,20.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","CECO",26.5,30,0.75,3.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","ARPA",26,26.5,1,0.5,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","CECO",20.5,26,1,5.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","DWD",20,20.5,0.25,0.5,"Down woody debris"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","CECO",0.25,20,1,19.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:1","2017-07-20","DWD",0,0.25,0.25,0.25,"Down woody debris"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20","CECO",19,30,1,11,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20","CEPR",18,19,0,1,"Ceanothus prostratus"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20","POAZ",13.25,18,0,4.75,"Poaceae spp"
"E2","E2:CN","E2:CN:M","E2:CN:M:2","2017-07-20","CECO",0,13.25,1,13.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","CECO",30,21.5,0.75,8.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","ARPA",21.5,21,1,0.5,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","CECO",21,17.25,0.5,3.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","DWD",17.25,16.75,0.25,0.5,"Down woody debris"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","CECO",16.25,12.5,0.5,3.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","ARPA",12.5,12,1,0.5,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","CECO",12,10.5,0.5,1.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","ARPA",10.5,10.25,1,0.25,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:M","E2:CN:M:3","2017-07-20","CECO",10.25,0,1.25,10.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","CECO",0,6.25,0.5,6.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","DWD",6.25,7.25,0.5,1,"Down woody debris"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","CECO",7.25,9.5,1,2.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","ARPA",9.5,10,1,0.5,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","CECO",10,16.25,0.75,6.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","ARPA",16.25,16.5,0.5,0.25,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","CECO",16.5,18.25,0.5,1.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","ARPA",18.25,18.5,0.5,0.25,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:N","E2:CN:N:1","2017-07-10","CECO",18.5,30,1,11.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","CECO",0,7.5,1.25,7.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","ARPA",7.5,7.75,1,0.25,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","CECO",7.75,11.75,0.75,4,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","DWD",11.75,12.5,0.25,0.75,"Down woody debris"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","BG",12.5,13.5,0,1,"Bare ground"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","DWD",13.5,15,0.25,1.5,"Down woody debris"
"E2","E2:CN","E2:CN:N","E2:CN:N:2","2017-07-10","CECO",15,30,0.75,15,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:3","2017-07-10","CECO",0,9.75,0.75,9.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:N","E2:CN:N:3","2017-07-10","ARPA",9.75,10.5,0.75,0.75,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:N","E2:CN:N:3","2017-07-10","CECO",10.5,30,0.5,19.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:1","2017-07-10","CECO",22.5,30,1.5,7.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:1","2017-07-10","DWD",22.25,22.5,0.25,0.25,"Down woody debris"
"E2","E2:CN","E2:CN:S","E2:CN:S:1","2017-07-10","POAZ",21.5,22.25,0,0.75,"Poaceae spp"
"E2","E2:CN","E2:CN:S","E2:CN:S:1","2017-07-10","DWD",21.25,21.5,0.25,0.25,"Down woody debris"
"E2","E2:CN","E2:CN:S","E2:CN:S:1","2017-07-10","CECO",0,21.25,1.25,21.25,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","CECO",28.5,30,0.25,1.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","ARPA",28.25,28.5,0.25,0.25,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","BG",27.75,28.25,0,0.5,"Bare ground"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","CECO",14.5,27.25,0.75,12.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","ARPA",13.75,14.5,0.75,0.75,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:S","E2:CN:S:2","2017-07-10","CECO",0,13.75,0.75,13.75,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:3","2017-07-10","CECO",23.5,30,0.75,6.5,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:3","2017-07-10","DWD",23,23.5,0.75,0.5,"Down woody debris"
"E2","E2:CN","E2:CN:S","E2:CN:S:3","2017-07-10","CECO",11,23,0.5,12,"Ceanothus cordulatus"
"E2","E2:CN","E2:CN:S","E2:CN:S:3","2017-07-10","ARPA",10.5,11,0.75,0.5,"Arctostaphylos patula"
"E2","E2:CN","E2:CN:S","E2:CN:S:3","2017-07-10","CECO",0,10.5,0.5,10.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","CECO",18,30,0.5,12,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","DWD",17,18,1,1,"Down woody debris"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","CECO",6.25,17,0.75,10.75,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","DWD",5.25,6.25,0,1,"Down woody debris"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","CECO",4,5.25,0.5,1.25,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:1","2017-07-07","BG",0,4,0,4,"Bare ground"
"E2","E2:EG","E2:EG:M","E2:EG:M:2","2017-07-07","CECO",10.5,30,0.75,19.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:2","2017-07-07","BG",9.5,10.5,0,1,"Bare ground"
"E2","E2:EG","E2:EG:M","E2:EG:M:2","2017-07-07","DWD",8,9.5,0,1.5,"Down woody debris"
"E2","E2:EG","E2:EG:M","E2:EG:M:2","2017-07-07","CECO",0,8,0.75,8,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","CECO",15.25,30,1.25,14.75,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","BG",14,15.25,0,1.25,"Bare ground"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","RIBES",13.5,14,0.5,0.5,"Ribes spp"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","BG",13.25,13.5,0,0.25,"Bare ground"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","CECO",9.5,13.25,0.75,3.75,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","DWD",6,9.5,0,3.5,"Down woody debris"
"E2","E2:EG","E2:EG:M","E2:EG:M:3","2017-07-07","CECO",0,6,0.75,6,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:1","2017-07-07","CECO",0.75,30,0.5,29.25,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:1","2017-07-07","BG",0,0.75,0,0.75,"Bare ground"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","CECO",24.5,30,0.25,5.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","DWD",24,24.5,0,0.5,"Down woody debris"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","CECO",7.5,24,0.25,16.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","DWD",6.5,7.5,0.25,1,"Down woody debris"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","CECO",1.5,6.5,0.25,5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:2","2017-07-07","BG",0,1.5,0,1.5,"Bare ground"
"E2","E2:EG","E2:EG:N","E2:EG:N:3","2017-07-07","CECO",23.5,30,1.25,6.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:N","E2:EG:N:3","2017-07-07","BG",22.25,23.5,0,1.25,"Bare ground"
"E2","E2:EG","E2:EG:N","E2:EG:N:3","2017-07-07","CECO",0,22.25,1.25,22.25,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:S","E2:EG:S:1","2017-07-07","ARPA",30,29.75,0.75,0.25,"Arctostaphylos patula"
"E2","E2:EG","E2:EG:S","E2:EG:S:1","2017-07-07","CECO",29.75,20.25,1,9.5,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:S","E2:EG:S:1","2017-07-07","DWD",20.25,20,0.25,0.25,"Down woody debris"
"E2","E2:EG","E2:EG:S","E2:EG:S:1","2017-07-07","CECO",20,0,0.75,20,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:S","E2:EG:S:2","2017-07-07","CECO",30,0.75,1.25,29.25,"Ceanothus cordulatus"
"E2","E2:EG","E2:EG:S","E2:EG:S:2","2017-07-07","ARPA",0.75,0,1.5,0.75,"Arctostaphylos patula"
"E2","E2:EG","E2:EG:S","E2:EG:S:3","2017-07-07","CECO",0,30,1.5,30,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","CECO",30,29.25,1,0.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","DWD",29.25,29,0.5,0.25,"Down woody debris"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","CECO",29,22.75,1.25,6.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","ARPA",22.75,22,1.25,0.75,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","CECO",22,13.75,1.25,8.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","DWD",13.75,12.75,0.5,1,"Down woody debris"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","BG",12.75,11.25,0,1.5,"Bare ground"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","CECO",11.25,1.25,1.25,10,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","DWD",1.25,1,0.25,0.25,"Down woody debris"
"E2","E2:EH","E2:EH:M","E2:EH:M:1","2017-07-06","CECO",1,0,0.5,1,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","SYMO",29.25,30,0,0.75,"Symphoricarpos mollis"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","CECO",25.75,29.25,0.75,3.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","ARPA",25,25.75,0.75,0.75,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","CECO",16.75,25,1,8.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","ARPA",16,16.75,1,0.75,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:M","E2:EH:M:2","2017-07-06","CECO",0,16,1,16,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",29,30,0.25,1,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","BG",28,29,0,1,"Bare ground"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",27,28,0.25,1,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","BG",24,27,0,3,"Bare ground"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",22.75,24,0.5,1.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","SYMO",22,22.75,0.5,0.75,"Symphoricarpos mollis"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",21.5,22,0.5,0.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","BG",21,21.5,0,0.5,"Bare ground"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",16.25,21,0.75,4.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","BG",15.25,16.25,0,1,"Bare ground"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","CECO",1,15.25,0.75,14.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:M","E2:EH:M:3","2017-07-06","SYMO",0,1,0,1,"Symphoricarpos mollis"
"E2","E2:EH","E2:EH:N","E2:EH:N:1","2017-07-06","ARPA",30,29.75,1,0.25,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:N","E2:EH:N:1","2017-07-06","CECO",29.75,15.5,0.75,14.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:1","2017-07-06","DWD",15.5,15,0,0.5,"Down woody debris"
"E2","E2:EH","E2:EH:N","E2:EH:N:1","2017-07-06","CECO",15,0,0.75,15,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:2","2017-07-06","CECO",0,4.25,0.5,4.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:2","2017-07-06","DWD",4.25,5,0.75,0.75,"Down woody debris"
"E2","E2:EH","E2:EH:N","E2:EH:N:2","2017-07-06","CECO",5,6.75,0.75,1.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:2","2017-07-06","ARPA",6.75,7,0.75,0.25,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:N","E2:EH:N:2","2017-07-06","CECO",7,30,1.25,23,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","CECO",0,1,0.25,1,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","SYMO",1,3.25,0,2.25,"Symphoricarpos mollis"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","CECO",3.25,14.75,0.75,11.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","ARPA",14.75,15.5,1,0.75,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","CECO",15.5,20.5,1,5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","DWD",20.5,20.75,1,0.25,"Down woody debris"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","ARPA",20.75,21.25,1,0.5,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","CECO",21.25,26,1,4.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","ARPA",26,26.25,0.25,0.25,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:N","E2:EH:N:3","2017-07-06","CECO",26.25,30,1,3.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:1","2017-07-06","CECO",9.25,30,1,20.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:1","2017-07-06","DWD",7.75,9,0.25,1.25,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","BG",30,28.25,0,1.75,"Bare ground"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","CECO",28.25,23.25,0.5,5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","DWD",23.23,22.5,0,0.73,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","CECO",22.5,19,0.5,3.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","ARPA",19,18,0.5,1,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","BG",18,17.25,0,0.75,"Bare ground"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","CECO",17.25,14.25,1,3,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","DWD",14.25,13.75,1,0.5,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:2","2017-07-06","CECO",13.75,0,1.25,13.75,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CECO",27.5,30,0.5,2.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CEPR",27.25,27.5,0,0.25,"Ceanothus prostratus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","BG",26.75,27.25,NA,0.5,"Bare ground"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","DWD",25.5,26.75,NA,1.25,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CECO",23.5,25.5,0.5,2,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","DWD",22,23.5,0,1.5,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","BG",19.25,22,0,2.75,"Bare ground"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CECO",12,19.25,0.5,7.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","DWD",11,12,0.75,1,"Down woody debris"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CECO",10.5,11,0.75,0.5,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","ARPA",9.25,10.5,0.75,1.25,"Arctostaphylos patula"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","CECO",1,9.25,0.75,8.25,"Ceanothus cordulatus"
"E2","E2:EH","E2:EH:S","E2:EH:S:3","2017-07-06","POAZ",0,1,0,1,"Poaceae spp"
"E2","E2:EN","E2:EN:N","E2:EN:N:1","2017-07-06","CECO",0,30,1,30,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:N","E2:EN:N:2","2017-07-06","CECO",0,11.5,0.75,11.5,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:N","E2:EN:N:2","2017-07-06","DWD",11.5,14.25,0,2.75,"Down woody debris"
"E2","E2:EN","E2:EN:N","E2:EN:N:2","2017-07-06","CECO",14.25,30,1.5,15.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:N","E2:EN:N:3","2017-07-06","CECO",0,1.75,0.25,1.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:N","E2:EN:N:3","2017-07-06","POAZ",1.5,2.75,0,1.25,"Poaceae spp"
"E2","E2:EN","E2:EN:N","E2:EN:N:3","2017-07-06","CECO",2.75,4.25,0.25,1.5,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:N","E2:EN:N:3","2017-07-06","DWD",4.25,5.25,0,1,"Down woody debris"
"E2","E2:EN","E2:EN:N","E2:EN:N:3","2017-07-06","CECO",5.25,30,1.5,24.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:1","2017-07-06","CECO",30,0,1.25,30,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06","DWD",29.25,30,0,0.75,"Down woody debris"
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06","CECO",17.5,29.25,1.5,11.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06","DWD",16.25,17.5,0,1.25,"Down woody debris"
"E2","E2:EN","E2:EN:M","E2:EN:M:2","2017-07-06","CECO",0,16.25,1.25,16.25,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","DWD",0,1,0,1,"Down woody debris"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","CECO",1,2.75,0.75,1.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","DWD",2.75,3,0,0.25,"Down woody debris"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","CECO",3,5.75,1,2.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","DWD",5.75,6.25,0,0.5,"Down woody debris"
"E2","E2:EN","E2:EN:M","E2:EN:M:3","2017-07-06","CECO",6.25,30,1,23.75,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06","CECO",7,30,1,23,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06","BG",1.5,7,0,5.5,"Bare ground"
"E2","E2:EN","E2:EN:S","E2:EN:S:1","2017-07-06","CECO",0,1.5,0.25,1.5,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06","CECO",30,25.5,1,4.5,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06","BG",25.5,25.25,0,0.25,"Bare ground"
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06","CECO",25.25,23.75,0.5,1.5,"Ceanothus cordulatus"
"E2","E2:EN","E2:EN:S","E2:EN:S:2","2017-07-06","BG",23.75,20.75,0,3,"Bare ground"
