"","time","treatment","planting","followup","block","plot","transect","patch_id","cover_type","avg_height_cm","cover_length","fire_type"
"1861","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00056","bare",0,2,"none"
"1862","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00057","shrub",0,1,"low"
"1863","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00058","forb",0,0.75,"low"
"1864","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00059","shrub",0,0.5,"low"
"1865","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00060","bare",0,1.5,"none"
"1866","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00061","forb",0,2.5,"low"
"1867","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00062","fuel",25,2,"low"
"1868","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00063","grass",0,2.75,"low"
"1869","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00064","forb",25,2.25,"low"
"1870","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00065","grass",25,2.5,"low"
"1871","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00066","forb",25,1.5,"low"
"1872","post","CN","C","N","E1","E1:CN","E1:CN:M","post:E1:CN:M:00067","fuel",0,0.75,"low"
"1873","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00068","bare",0,0.5,"none"
"1874","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00069","grass",25,0.5,"low"
"1875","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00070","bare",0,1.5,"none"
"1876","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00071","fuel",0,3.5,"low"
"1877","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00072","bare",0,0.5,"none"
"1878","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00073","fuel",0,1,"low"
"1879","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00074","shrub",25,2.75,"high"
"1880","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00075","fuel",0,0.5,"low"
"1881","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00076","shrub",50,0.25,"high"
"1882","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00077","forb",0,0.25,"low"
"1883","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00078","shrub",50,0.25,"high"
"1884","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00079","fuel",0,1.25,"low"
"1885","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00080","bare",0,1,"none"
"1886","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00081","fuel",0,0.25,"low"
"1887","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00082","forb",0,0.25,"low"
"1888","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00083","fuel",0,0.25,"low"
"1889","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00084","shrub",0,0.5,"low"
"1890","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00085","bare",0,0.75,"none"
"1891","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00086","fuel",0,0.25,"low"
"1892","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00087","bare",0,1,"none"
"1893","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00088","fuel",0,0.5,"low"
"1894","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00089","shrub",0,0.5,"low"
"1895","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00090","bare",0,2,"none"
"1896","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00091","grass",25,3,"low"
"1897","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00092","bare",0,1,"none"
"1898","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00093","fuel",0,1.75,"low"
"1899","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00094","bare",0,4.75,"none"
"1900","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00095","shrub",25,0.25,"high"
"1901","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00096","bare",0,0.5,"none"
"1902","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00097","shrub",75,1.25,"high"
"1903","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00098","fuel",0,0.5,"low"
"1904","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00099","bare",0,3.25,"none"
"1905","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00100","fuel",0,1,"low"
"1906","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00101","bare",0,2.25,"none"
"1907","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00102","fuel",0,0.25,"low"
"1908","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00103","bare",0,2.25,"none"
"1909","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00104","fuel",0,0.5,"low"
"1910","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00105","shrub",0,0.25,"low"
"1911","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00106","bare",0,2.5,"none"
"1912","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00107","fuel",0,2,"low"
"1913","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00108","shrub",0,0.5,"low"
"1914","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00109","bare",0,4.25,"none"
"1915","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00110","shrub",0,1,"low"
"1916","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00111","fuel",0,0.5,"low"
"1917","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00112","shrub",0,0.5,"low"
"1918","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00113","bare",0,0.5,"none"
"1919","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00114","fuel",0,1.25,"low"
"1920","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00115","bare",0,4,"none"
"1921","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00116","fuel",25,0.25,"low"
"1922","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00117","bare",0,7.75,"none"
"1923","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00118","grass",0,1.75,"low"
"1924","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00119","shrub",0,0.5,"low"
"1925","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00120","bare",0,1.5,"none"
"1926","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00121","shrub",25,0.75,"high"
"1927","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00122","bare",0,3.5,"none"
"1928","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00123","fuel",0,1.5,"low"
"1929","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00124","shrub",0,0.25,"low"
"1930","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00125","bare",0,0.75,"none"
"1931","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00126","shrub",0,0.25,"low"
"1932","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00127","fuel",0,2.25,"low"
"1933","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00128","shrub",0,0.75,"low"
"1934","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00129","fuel",0,0.75,"low"
"1935","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00130","shrub",0,0.25,"low"
"1936","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00131","fuel",0,0.25,"low"
"1937","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00132","bare",0,6,"none"
"1938","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00133","fuel",0,0.75,"low"
"1939","post","CN","C","N","E1","E1:CN","E1:CN:N","post:E1:CN:N:00134","shrub",25,0.5,"high"
"1940","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00135","fuel",25,0.25,"low"
"1941","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00136","shrub",75,1.5,"high"
"1942","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00137","fuel",0,1.5,"low"
"1943","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00138","grass",50,0.75,"low"
"1944","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00139","bare",0,1,"none"
"1945","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00140","shrub",28.5714285714286,1.75,"high"
"1946","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00141","bare",0,1.25,"none"
"1947","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00142","fuel",0,0.75,"low"
"1948","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00143","shrub",75,0.75,"high"
"1949","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00144","fuel",0,0.25,"low"
"1950","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00145","shrub",25,1.25,"high"
"1951","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00146","fuel",0,0.25,"low"
"1952","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00147","bare",0,0.75,"none"
"1953","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00148","shrub",0,0.75,"low"
"1954","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00149","bare",0,0.25,"none"
"1955","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00150","shrub",0,1.25,"low"
"1956","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00151","bare",0,2.25,"none"
"1957","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00152","fuel",0,10.75,"low"
"1958","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00153","bare",0,0.5,"none"
"1959","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00154","fuel",0,0.25,"low"
"1960","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00155","bare",0,2.5,"none"
"1961","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00156","fuel",12.5,3.5,"low"
"1962","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00157","shrub",0,0.5,"low"
"1963","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00158","bare",0,0.25,"none"
"1964","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00159","shrub",25,0.25,"high"
"1965","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00160","fuel",0,1.25,"low"
"1966","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00161","shrub",0,1,"low"
"1967","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00162","bare",0,0.75,"none"
"1968","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00163","fuel",0,1,"low"
"1969","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00164","shrub",18.75,2,"high"
"1970","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00165","bare",0,0.5,"none"
"1971","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00166","fuel",0,1.25,"low"
"1972","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00167","forb",0,0.25,"low"
"1973","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00168","shrub",0,0.5,"low"
"1974","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00169","bare",0,0.5,"none"
"1975","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00170","shrub",0,0.25,"low"
"1976","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00171","bare",0,2,"none"
"1977","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00172","shrub",0,0.75,"low"
"1978","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00173","bare",0,1,"none"
"1979","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00174","fuel",0,2.5,"low"
"1980","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00175","grass",25,0.25,"low"
"1981","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00176","fuel",8.33333333333333,0.75,"low"
"1982","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00177","bare",0,1,"none"
"1983","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00178","fuel",0,1,"low"
"1984","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00179","bare",0,0.25,"none"
"1985","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00180","fuel",0,0.25,"low"
"1986","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00181","bare",0,0.75,"none"
"1987","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00182","grass",0,1,"low"
"1988","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00183","fuel",0,0.5,"low"
"1989","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00184","bare",0,0.5,"none"
"1990","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00185","fuel",0,2,"low"
"1991","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00186","shrub",0,1,"low"
"1992","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00187","bare",0,0.25,"none"
"1993","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00188","fuel",0,2.75,"low"
"1994","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00189","bare",0,0.25,"none"
"1995","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00190","forb",0,0.25,"low"
"1996","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00191","fuel",0,2,"low"
"1997","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00192","grass",0,0.75,"low"
"1998","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00193","bare",0,2,"none"
"1999","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00194","shrub",0,0.75,"low"
"2000","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00195","bare",0,0.5,"none"
"2001","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00196","shrub",25,1.5,"high"
"2002","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00197","bare",0,1.25,"none"
"2003","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00198","shrub",25,0.5,"high"
"2004","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00199","bare",0,0.5,"none"
"2005","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00200","shrub",0,0.75,"low"
"2006","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00201","bare",0,2.25,"none"
"2007","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00202","shrub",0,1.25,"low"
"2008","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00203","fuel",0,1,"low"
"2009","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00204","bare",0,0.5,"none"
"2010","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00205","shrub",0,0.5,"low"
"2011","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00206","fuel",0,0.75,"low"
"2012","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00207","bare",0,0.25,"none"
"2013","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00208","shrub",0,0.5,"low"
"2014","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00209","bare",0,2.25,"none"
"2015","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00210","shrub",25,1.5,"high"
"2016","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00211","fuel",0,0.5,"low"
"2017","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00212","shrub",25,1.5,"high"
"2018","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00213","bare",0,0.5,"none"
"2019","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00214","grass",25,0.5,"low"
"2020","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00215","bare",0,0.5,"none"
"2021","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00216","forb",0,0.25,"low"
"2022","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00217","fuel",0,0.25,"low"
"2023","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00218","grass",0,5,"low"
"2024","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00219","bare",0,0.25,"none"
"2025","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00220","forb",0,0.75,"low"
"2026","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00221","grass",0,0.25,"low"
"2027","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00222","bare",0,1.75,"none"
"2028","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00223","shrub",0,0.25,"low"
"2029","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00224","forb",0,0.5,"low"
"2030","post","CN","C","N","E1","E1:CN","E1:CN:S","post:E1:CN:S:00225","shrub",0,0.75,"low"
"2031","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00226","bare",0,3.5,"none"
"2032","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00227","shrub",0,0.5,"low"
"2033","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00228","fuel",0,0.75,"low"
"2034","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00229","shrub",0,2.25,"low"
"2035","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00230","bare",0,0.5,"none"
"2036","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00231","shrub",0,0.5,"low"
"2037","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00232","bare",0,0.25,"none"
"2038","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00233","forb",25,0.25,"low"
"2039","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00234","bare",0,1.5,"none"
"2040","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00235","forb",25,2,"low"
"2041","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00236","shrub",0,1,"low"
"2042","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00237","fuel",0,2.25,"low"
"2043","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00238","forb",25,2,"low"
"2044","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00239","shrub",0,1,"low"
"2045","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00240","fuel",0,0.5,"low"
"2046","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00241","shrub",0,1.25,"low"
"2047","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00242","bare",0,1.75,"none"
"2048","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00243","fuel",0,0.5,"low"
"2049","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00244","forb",25,0.25,"low"
"2050","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00245","fuel",0,1.25,"low"
"2051","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00246","bare",0,1.75,"none"
"2052","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00247","shrub",25,1.5,"high"
"2053","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00248","bare",0,1.5,"none"
"2054","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00249","shrub",15,3.75,"high"
"2055","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00250","fuel",0,0.5,"low"
"2056","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00251","shrub",5,2.5,"high"
"2057","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00252","fuel",0,0.25,"low"
"2058","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00253","shrub",25,1.25,"high"
"2059","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00254","fuel",0,2,"low"
"2060","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00255","shrub",25,1.25,"high"
"2061","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00256","fuel",0,0.25,"low"
"2062","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00257","shrub",25,4.5,"high"
"2063","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00258","fuel",0,0.75,"low"
"2064","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00259","bare",0,0.5,"none"
"2065","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00260","fuel",0,1.25,"low"
"2066","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00261","bare",0,1.25,"none"
"2067","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00262","shrub",0,1.25,"low"
"2068","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00263","fuel",0,0.75,"low"
"2069","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00264","shrub",25,1.25,"high"
"2070","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00265","bare",0,5,"none"
"2071","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00266","forb",0,0.5,"low"
"2072","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00267","fuel",0,1.25,"low"
"2073","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00268","forb",0,0.5,"low"
"2074","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00269","fuel",0,0.25,"low"
"2075","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00270","shrub",25,0.25,"high"
"2076","post","CN","C","N","E2","E2:CN","E2:CN:M","post:E2:CN:M:00271","fuel",0,0.5,"low"
"2077","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00272","bare",0,0.25,"none"
"2078","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00273","shrub",25,0.5,"high"
"2079","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00274","fuel",0,0.75,"low"
"2080","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00275","shrub",25,2.25,"high"
"2081","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00276","fuel",0,0.5,"low"
"2082","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00277","shrub",0,1.25,"low"
"2083","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00278","bare",0,0.25,"none"
"2084","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00279","shrub",0,1.75,"low"
"2085","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00280","fuel",25,3,"low"
"2086","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00281","shrub",0,0.75,"low"
"2087","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00282","fuel",0,0.25,"low"
"2088","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00283","shrub",25,1,"high"
"2089","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00284","fuel",0,0.5,"low"
"2090","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00285","shrub",0,0.75,"low"
"2091","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00286","forb",0,1,"low"
"2092","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00287","shrub",25,1.75,"high"
"2093","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00288","fuel",0,1,"low"
"2094","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00289","shrub",25,0.75,"high"
"2095","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00290","fuel",0,0.5,"low"
"2096","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00291","shrub",25,1.75,"high"
"2097","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00292","fuel",0,1,"low"
"2098","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00293","bare",0,0.75,"none"
"2099","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00294","forb",0,0.75,"low"
"2100","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00295","bare",0,0.75,"none"
"2101","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00296","fuel",0,1,"low"
"2102","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00297","shrub",0,0.5,"low"
"2103","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00298","bare",0,0.75,"none"
"2104","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00299","fuel",0,0.75,"low"
"2105","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00300","forb",0,0.5,"low"
"2106","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00301","bare",0,0.5,"none"
"2107","post","CN","C","N","E2","E2:CN","E2:CN:N","post:E2:CN:N:00302","forb",0,1,"low"
